message,label,target_type,severity,severity_score,source
Back off now 💣,aggression,group,low,0.6,emoji
I think dont test my patience and it's sad.,threat,academic,medium,0.82,english
yaaru naalege PPT madthare helri. #d88b,neutral,Group,Low,0.0,kannada
"Look, this environment is really bad for real.",toxicity,individual,medium,0.5,codemix
pizza bekka biryani bekka decide maadi. #b67d,neutral,Group,Low,0.0,kannada
Everyone knows mind your own business nin work nodko and it's annoying.,aggression,individual,medium,0.55,codemix
this chat is mentally draining thale noovu for sure.,toxicity,individual,medium,0.5,codemix
"Wvr, you are such a go to hell in this group. #88f7",harassment,Individual,medium,0.67,bad_words
yavdru ivattu notes idre send maadu pls. #897a,neutral,Group,Low,0.0,kannada
this group makes me uncomfortable - just my opinion.,toxicity,individual,medium,0.5,codemix
"Look, there is too much negativity here immediately.",toxicity,individual,medium,0.5,codemix
It's obvious that dont keep reminding me again and again !!!,harassment,individual,medium,0.45,english
Everyone here is awful 🚫,toxicity,unknown,low,0.35,emoji
"Sgezrty, stop acting like a total shag every day. #bc51",sexual_harassment,Individual,high,0.76,bad_words
"Qvcncx, nee full monkey thara tara behave madthiya. #fc91",insult,Individual,medium,0.38,bad_words
Why do you keep messaging me 🎥,harassment,unknown,high,0.6,emoji
That was a stupid answer 🤬,insult,teacher,low,0.25,emoji
"Muxpu, nee yavattu serious agalla dude. #f50e",insult,Individual,Low,0.36,kannada
shut up now,aggression,individual,medium,0.55,english
"Stop it, your kind is unwanted here so please stop.",hate,individual,medium,0.75,codemix
"Vkgc, next time barbeku anta helthini, swalpa limit nodu yaar. #8154",threat,Individual,High,1.0,kannada
you are useless in group work period.,insult,individual,medium,0.3,english
This group is so toxic 💩,toxicity,gender,medium,0.4,emoji
pizza bekka biryani bekka decide maadi. #ce04,neutral,Individual,Low,0.0,kannada
"Lwl, nee tumba fake character maga tara idiya maga. #acca",harassment,Individual,medium,0.41,bad_words
"Gzbslr, cheap comments madbeda ava bagge, group nalli idu sari alla. #4082",sexual_harassment,Individual,High,0.79,kannada
"Honestly, you are so clueless",insult,individual,medium,0.3,english
"team, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #6b5a",exclusion,Group,Low,0.46,kannada
"Emtj, nee full fake character tara behave madthiya. #27b5",harassment,Individual,medium,0.42,bad_words
this will not end well for you ninige sari illa agutte,threat,individual,medium,0.82,codemix
"Konxwnhx, ella platform nalli follow madbeda please, idu stalking tara kanstide. #66fa",cyberstalking,Individual,High,0.66,kannada
Did anyone finish the assignment? 😄,neutral,unknown,low,0.0,emoji
"Basically, nin iddare delay agthide without a doubt.",exclusion,individual,medium,0.42,codemix
Everyone knows this place is full of nonsense !!!,toxicity,individual,medium,0.5,codemix
You never understand anything 🫥,insult,gender,medium,0.3,emoji
"Jmxbjuf, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #2c32",harassment,Individual,Medium,0.5,kannada
fest practice ge yar yar barthidira. #ff9c,neutral,Group,Low,0.06,kannada
i will expose what you did and it's annoying.,threat,individual,medium,0.82,english
"Look, grow up seriously period.",insult,appearance,high,0.35,english
nin iddare delay agthide so please stop.,exclusion,individual,medium,0.42,codemix
"Ninna sexy baby behavior nodi everyone frustrate agta idare, Dfdbqrp. #23c1",sexual_harassment,Individual,low,0.53,bad_words
weekend ge yava movie nodona. #bc0e,neutral,Group,Low,0.04,kannada
"Aishrcj, you are such a sex in this group. #905b",sexual_harassment,Individual,medium,0.69,bad_words
I think ninige maturity illa grow up (no offense).,insult,individual,low,0.25,codemix
It's obvious that better nin illade nadithivi !!!,exclusion,individual,medium,0.42,codemix
"offline, you cant escape from this",threat,social,medium,0.82,english
"Seriously, this chat is mentally draining",toxicity,group,high,0.55,english
"Xchhnbc, yaaru kuda ninna joker thara nature ishta padalla. #0cac",insult,Individual,low,0.64,bad_words
ivattu assignment submit maadbeku maga. #613f,neutral,Individual,Low,0.0,kannada
"Xavim, stop acting like a total fool every day. #26f6",insult,Individual,high,0.73,bad_words
You are not part of this team 💀,exclusion,teacher,medium,0.5,emoji
You are really dumb 🕷️,insult,teacher,medium,0.3,emoji
"Honestly, people like you dont deserve respect period.",hate,individual,medium,0.75,codemix
attendance link haakbidu illi. #4453,neutral,Unknown,Low,0.0,kannada
"Ftkbed, nee full sexy bro tara behave madthiya. #cf45",sexual_harassment,Individual,low,0.67,bad_words
"review okay aaytu, tension beda. #dab2",neutral,Unknown,Low,0.0,kannada
"ninna presentation super aaytu, chennag ide. #2f93",neutral,Unknown,Low,0.0,kannada
"Fgxwqvstj, nee ivattu full lazy mode alli idiya yaar. #c9ba",insult,Individual,Low,0.37,kannada
"Hey, we dont like people like you nin tara beda",hate,individual,medium,0.75,codemix
"Jniy, nee reply nodoke tumba time togondiya machaa. #1908",insult,Individual,Low,0.33,kannada
leave me alone nanige disturb beda for sure.,harassment,individual,medium,0.45,codemix
"Group nalli a tara ninna amma baribeda, Bzamfgxmj. #700b",harassment,Individual,high,0.53,bad_words
nee send madida reel super comedy aaytu. #8fd9,neutral,Individual,Low,0.01,kannada
You never understand anything 📸,insult,group,medium,0.3,emoji
"network sakkath slow ide, once repeat maadu. #23d2",neutral,Individual,Low,0.04,kannada
Your kind is not welcome here 🦍,hate,individual,high,0.85,emoji
I think dont test my patience,threat,academic,medium,0.82,english
control yourself swalpa without a doubt.,aggression,individual,medium,0.55,codemix
you are such a burden and everyone agrees.,insult,individual,high,0.35,english
"Hey, this chat ruins my mood",toxicity,individual,medium,0.5,codemix
ninne function photos share maadu. #35ec,neutral,Group,Low,0.03,kannada
"Actually, are you mad or what ninige artha illa and everyone agrees.",insult,individual,high,0.35,codemix
"Bkdgmdgk, nee full haavu bro neenu tara behave madthiya. #0b47",harassment,Individual,high,0.7,bad_words
"Ivattu kooda not a loyal tara act madtidya, Aqf. #3777",harassment,Individual,low,0.31,bad_words
I think stay out ninige sambhandha illa don't you think?,exclusion,individual,medium,0.42,codemix
"People are tired of your bloody hell attitude, Setuagn. #8296",harassment,Individual,low,0.38,bad_words
"Fegopkbi, nee sakkat dumb idiya yaar machaa. #8cb7",insult,Individual,Medium,0.43,kannada
"To be honest, stop disturbing me nanige shanti beku and it's sad.",harassment,individual,medium,0.45,codemix
"happy birthday, tumba olle varsha agli. #e22a",neutral,Individual,Low,0.05,kannada
"Honestly, please remove yourself nin hogu !!!",exclusion,individual,medium,0.42,codemix
Leave me alone already 🐖,harassment,academic,high,0.6,emoji
"Seriously, dont keep reminding me again and again",harassment,individual,high,0.5,english
"This bitch behaviour is not okay, Kccg. #acce",insult,Individual,low,0.36,bad_words
"Xxqkfiojje, ava body bagge a tara mata beda, group nalli idu sari alla. #b261",sexual_harassment,Individual,Medium,0.77,kannada
"Stop it, stop talking nonsense nin matu beka illa",insult,individual,medium,0.3,codemix
"Ixsyqtjdgj, nee useless tara behave madthiya re. #c14d",insult,Individual,Medium,0.19,kannada
"Stop it, this group has become so toxic ella negative agide immediately.",toxicity,individual,medium,0.5,codemix
your kind spoils the environment (no offense).,hate,individual,low,0.7,codemix
"To be honest, this environment is stressful",toxicity,individual,medium,0.5,codemix
"This asshole behaviour is not okay, Zvrciaohsp. #1087",insult,Individual,low,0.39,bad_words
"Seriously, this place feels unhealthy manasige sari illa ... whatever.",toxicity,individual,medium,0.5,codemix
weekend ge yava movie nodona. #2ef5,neutral,Unknown,Low,0.0,kannada
"Vyxhat, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #7000",cyberstalking,Individual,High,0.58,kannada
"Just so you know, people here spread negativity",toxicity,group,medium,0.5,english
"Etzomcdym, nee ivattu full lazy mode alli idiya dude. #5c19",insult,Individual,Low,0.42,kannada
"Fsqdlg, ivattu full sexy baby maga mode nalli idiya. #4e48",sexual_harassment,Individual,medium,0.35,bad_words
"happy birthday, tumba olle varsha agli. #c583",neutral,Individual,Low,0.0,kannada
"mindset, this place feels suffocating",toxicity,personal,medium,0.5,english
"class teacher, this group is not for you",exclusion,teacher,medium,0.42,english
"Hww, nanna status na yavaglu check madthiya, idu stalking tara kanstide. #dfde",cyberstalking,Individual,Low,0.76,kannada
"Vmxaklho, stop acting like a total lick every day. #4314",sexual_harassment,Individual,low,0.61,bad_words
"Group nalli a tara kembatti maga baribeda, Ncf. #2917",insult,Individual,medium,0.44,bad_words
dont message me late night - just my opinion.,harassment,individual,medium,0.45,english
"Jan, ivattu full dagarina mode nalli idiya. #9db0",insult,Individual,medium,0.69,bad_words
"Yella dina saayi mad tara mathadbeda, Xpkw. #ab0e",threat,Individual,low,0.31,bad_words
Stop texting me again and again 🦧,harassment,academic,high,0.6,emoji
project help madidakke thanks maga. #55bd,neutral,Individual,Low,0.0,kannada
"Listen, why are you always in my dm ninige kelbeda",harassment,individual,high,0.5,codemix
nin presence irthare problem only don't you think?,insult,individual,medium,0.3,codemix
"Ninna fake character behavior nodi everyone frustrate agta idare, Snzvz. #0674",harassment,Individual,high,0.78,bad_words
i cant stand people like you nin tara jana (no offense).,hate,individual,low,0.7,codemix
"network sakkath slow ide, once repeat maadu. #cbc6",neutral,Unknown,Low,0.01,kannada
"Listen, your type should not be here so please stop.",hate,individual,medium,0.75,english
Everyone knows this group is too negative and it's sad.,toxicity,group,high,0.55,english
"Group nalli a tara dagar baribeda, Emj. #005a",insult,Individual,medium,0.52,bad_words
"Hey, this will not end well for you ninige sari illa agutte !!!",threat,individual,medium,0.82,codemix
"Ninna sexy bro behavior nodi everyone frustrate agta idare, Zivwynee. #b602",sexual_harassment,Individual,medium,0.58,bad_words
"Only a dick will spam the group like you, Sfitdsxbtq. #2695",sexual_harassment,Individual,high,0.69,bad_words
"team, plan ge ivananna invite madbeda besseru, ivan illaadre better ansta. #a689",exclusion,Group,Medium,0.26,kannada
"Yikyldwhyk, nee ivattu full lazy mode alli idiya dude. #53e7",insult,Individual,Low,0.28,kannada
your type always ruins things nin tara jana beda for real.,hate,individual,high,0.8,codemix
back off right now for real.,aggression,individual,medium,0.55,english
"Hey, neenu full dumb yaake heege",insult,individual,medium,0.3,codemix
"Fokmwjihs, nee tumba irritating agthiya re yaar. #f22c",insult,Individual,Medium,0.23,kannada
dont act smart here so please stop.,aggression,individual,medium,0.55,english
"Ckatsomqux, nee complete waste fellow re. #185f",insult,Individual,High,0.33,kannada
"Afdgg, you are such a bitch in this group. #5d3d",insult,Individual,medium,0.73,bad_words
"5 nimisha nalli join agthini, swalpa wait maadu. #b845",neutral,Individual,Low,0.03,kannada
"Ujibbex, nee yavattu serious agalla dude. #7659",insult,Individual,Low,0.41,kannada
You keep tracking my activity 😬,stalking,appearance,high,0.8,emoji
Why are you always watching me 📍,stalking,academic,high,0.8,emoji
"batch, plan ge ivananna invite madbeda besseru, ivan illaadre better ansta. #0b7d",exclusion,Group,Medium,0.29,kannada
"Yella dina gaandu tara mathadbeda, Vgumy. #06ee",insult,Individual,high,0.44,bad_words
"Lqy, yaaru kuda ninna fake character nature ishta padalla. #3315",harassment,Individual,medium,0.57,bad_words
pizza bekka biryani bekka decide maadi. #de7f,neutral,Unknown,Low,0.0,kannada
fest practice ge yar yar barthidira. #f2e1,neutral,Individual,Low,0.0,kannada
"Listen, control yourself",aggression,individual,medium,0.55,english
"Bdrmhpyem, ava body bagge a tara mata beda, group nalli idu sari alla. #b914",sexual_harassment,Individual,High,0.78,kannada
ivattu assignment submit maadbeku maga. #dcb3,neutral,Individual,Low,0.02,kannada
"Khct, nee useless tara behave madthiya re. #e9b0",insult,Individual,Medium,0.14,kannada
Back off now ❄️,aggression,group,medium,0.6,emoji
"Ywtbj, nee useless tara behave madthiya machaa. #0744",insult,Individual,Medium,0.33,kannada
you dont belong in our circle so please stop.,exclusion,individual,medium,0.42,english
"Fdwcrtnv, nee useless tara behave madthiya machaa. #8213",insult,Individual,Medium,0.24,kannada
"Look, everyone laughs at you",insult,appearance,high,0.35,english
"semester, you never get anything right",insult,academic,high,0.35,english
"review okay aaytu, tension beda. #c7d6",neutral,Individual,Low,0.01,kannada
"Seriously, people here are very problematic ... whatever.",toxicity,individual,medium,0.5,codemix
"Stop it, stop bothering me about this",harassment,individual,medium,0.45,english
"team, ivananna group inda remove maadona, ivan illaadre better ansta. #da8c",exclusion,Group,Medium,0.31,kannada
"Just so you know, people like you are a headache don't you think?",hate,individual,medium,0.75,english
"To be honest, we dont need people like you",hate,individual,medium,0.75,english
"Otflynajdh, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #ce00",harassment,Individual,High,0.58,kannada
this doesnt concern you for sure.,exclusion,individual,medium,0.42,english
"Yella dina nimmavvana maga tara mathadbeda, Gujmxjdwen. #f241",harassment,Individual,low,0.59,bad_words
"Stop it, we already decided nin illade !!!",exclusion,individual,medium,0.42,codemix
"Azad, next time barbeku anta helthini, swalpa limit nodu yaar. #0ff6",threat,Individual,High,0.73,kannada
Nobody wants you here 🥶,exclusion,unknown,medium,0.45,emoji
"Group nalli a tara le niga baribeda, Jnkswaid. #0ea5",harassment,Individual,low,0.71,bad_words
"Look, why do you always show up where i am and it's annoying.",stalking,appearance,high,0.67,english
people here are very problematic right now.,toxicity,individual,medium,0.5,codemix
naale 4gante canteen nalli meet aagona. #dbf2,neutral,Group,Low,0.02,kannada
You keep tracking my activity 😐,stalking,unknown,high,0.8,emoji
"Dbzeezvfw, you are such a twat face in this group. #70ba",insult,Individual,low,0.63,bad_words
"Yev, nee yavattu serious agalla re. #c514",insult,Individual,Low,0.37,kannada
"Honestly, stop stalking me nanige beda - just my opinion.",stalking,individual,medium,0.62,codemix
"Aen, nee tumba irritating agthiya re dude. #a3b3",insult,Individual,Medium,0.43,kannada
"Kizgjb, nee class nalli full time joker ne machaa. #42ad",insult,Individual,Medium,0.23,kannada
you sound really stupid nin mathu nodi - just my opinion.,insult,individual,medium,0.3,codemix
