message,label,target_type,severity_score,severity_level,context
"Ninna sexy bro behavior nodi everyone frustrate agta idare, Xmxt. #28ca",Sexual Harassment,Individual,0.3,low,whatsapp_group_chat
"Kxdmo, you are such a cock-socker in this group. #9ace",Sexual Harassment,Individual,0.58,medium,whatsapp_group_chat
"Gplarbrxrw, you are such a shit in this group. #07ff",Harassment,Individual,0.6,high,whatsapp_group_chat
"Jstrlt, nee full fake character tara behave madthiya. #35db",Harassment,Individual,0.48,medium,whatsapp_group_chat
"Naqowjgzso, nee tumba nimavvan tara idiya maga. #621d",Harassment,Individual,0.53,medium,whatsapp_group_chat
"Gpab, stop acting like a total fool every day. #5366",Insult,Individual,0.62,medium,whatsapp_group_chat
"Group nalli ee sexy bro attitude beda, Ygmsyov. #ba84",Sexual Harassment,Individual,0.48,medium,whatsapp_group_chat
"Tmyv, yaaru kuda ninna sakath body nature ishta padalla. #b037",Harassment,Individual,0.73,high,whatsapp_group_chat
"Ninna idiot thara behavior nodi everyone frustrate agta idare, Pbxlt. #377e",Insult,Individual,0.71,high,whatsapp_group_chat
"This shit behaviour is not okay, Apn. #8bfc",Harassment,Individual,0.43,medium,whatsapp_group_chat
"Cgk, nee tumba shaata tara idiya maga. #8791",Insult,Individual,0.57,medium,whatsapp_group_chat
"Oqmdryuh, ivattu full ninna amma mode nalli idiya. #a716",Harassment,Individual,0.73,high,whatsapp_group_chat
"Ogfrf, yaaru kuda ninna idiot thara nature ishta padalla. #0f8b",Insult,Individual,0.42,medium,whatsapp_group_chat
"This fag behaviour is not okay, Zwp. #193d",Insult,Individual,0.41,low,whatsapp_group_chat
"Azuprivcd, stop acting like a total dimwit every day. #411d",Insult,Individual,0.67,medium,whatsapp_group_chat
"Group nalli ee haavu bro neenu attitude beda, Ggjddh. #c3dd",Harassment,Individual,0.71,medium,whatsapp_group_chat
"Tqg, nee tumba bosodike tara idiya maga. #95ca",Insult,Individual,0.66,medium,whatsapp_group_chat
"Group nalli ee sexy baby attitude beda, Hovcdwpos. #8362",Sexual Harassment,Individual,0.6,medium,whatsapp_group_chat
"Idtyyrdp, nee tumba muttala tara idiya maga. #eddb",Insult,Individual,0.35,medium,whatsapp_group_chat
"Pnpgfkfo, stop acting like a total ohh,piss off every day. #0dde",Harassment,Individual,0.51,high,whatsapp_group_chat
"Ivattu kooda joker thara tara act madtidya, Jdigiiorf. #6410",Insult,Individual,0.5,high,whatsapp_group_chat
"Ninna sexy bro behavior nodi everyone frustrate agta idare, Zivwynee. #b602",Sexual Harassment,Individual,0.58,medium,whatsapp_group_chat
"This loser behaviour is not okay, Xpxsscyri. #f932",Insult,Individual,0.31,low,whatsapp_group_chat
"Group nalli ee die attitude beda, Etie. #34ca",Threat,Individual,0.6,low,whatsapp_group_chat
"Yella dina ninna thale kettide tara mathadbeda, Qztvpkcbal. #07ec",Harassment,Individual,0.52,medium,whatsapp_group_chat
"Yella dina fake character maga tara mathadbeda, Hpknqsanw. #74b4",Harassment,Individual,0.64,medium,whatsapp_group_chat
"Only a slut will spam the group like you, Crkjutzto. #df20",Sexual Harassment,Individual,0.49,high,whatsapp_group_chat
"People are tired of your duffer attitude, Ilxtknw. #5349",Insult,Individual,0.54,medium,whatsapp_group_chat
"Dtoclvbgy, ivattu full ninna thale kettide mode nalli idiya. #7f26",Harassment,Individual,0.65,medium,whatsapp_group_chat
"Yella dina bakra tara mathadbeda, Dyeyf. #bc79",Insult,Individual,0.63,medium,whatsapp_group_chat
"This taking the piss behaviour is not okay, Bjrr. #75c4",Harassment,Individual,0.51,medium,whatsapp_group_chat
"Only a pussy will spam the group like you, Zawwylvocb. #37f9",Sexual Harassment,Individual,0.46,medium,whatsapp_group_chat
"Msx, ivattu full sakath body mode nalli idiya. #a399",Harassment,Individual,0.7,medium,whatsapp_group_chat
"Yujffr, stop acting like a total bugger every day. #341b",Insult,Individual,0.46,high,whatsapp_group_chat
"Group nalli ee monkey thara attitude beda, Ihdem. #5e91",Insult,Individual,0.48,high,whatsapp_group_chat
"Ninna not a loyal behavior nodi everyone frustrate agta idare, Sucwatn. #b597",Harassment,Individual,0.34,low,whatsapp_group_chat
"Ivattu kooda joker thara tara act madtidya, Vhux. #6253",Insult,Individual,0.84,high,whatsapp_group_chat
"Sheyice, nee tumba dagar tara idiya maga. #a16b",Insult,Individual,0.58,high,whatsapp_group_chat
"Ydqy, nin kalladantha nataka nodakke bore aaytu. #eefe",Insult,Individual,0.72,medium,whatsapp_group_chat
"Group nalli a tara gaandu baribeda, Aurmuktn. #0a6a",Insult,Individual,0.54,medium,whatsapp_group_chat
"People are tired of your fag attitude, Ltdoodvgg. #3c1e",Insult,Individual,0.7,medium,whatsapp_group_chat
"This dog behaviour is not okay, Mwhmomznw. #1404",Insult,Individual,0.36,medium,whatsapp_group_chat
"Group nalli a tara bakra baribeda, Yanl. #692a",Sexual Harassment,Individual,0.65,medium,whatsapp_group_chat
"Opiu, stop acting like a total damn every day. #0118",Insult,Individual,0.54,high,whatsapp_group_chat
"Only a piss off will spam the group like you, Tajlj. #7926",Harassment,Individual,0.54,medium,whatsapp_group_chat
"Kycyqron, nin sade nataka nodakke bore aaytu. #0905",Insult,Individual,0.71,high,whatsapp_group_chat
"Ninna idiot thara behavior nodi everyone frustrate agta idare, Edccjm. #ffcd",Insult,Individual,0.66,medium,whatsapp_group_chat
"Only a asswipe will spam the group like you, Gmgf. #2733",Insult,Individual,0.5,medium,whatsapp_group_chat
"Olumwnjqk, nin ninna ammanakeya maga nataka nodakke bore aaytu. #12dc",Sexual Harassment,Individual,0.38,medium,whatsapp_group_chat
"People are tired of your go to hell attitude, Phrvlu. #c252",Harassment,Individual,0.48,high,whatsapp_group_chat
"Group nalli ee sexy bro attitude beda, Mjynbyj. #c723",Sexual Harassment,Individual,0.74,high,whatsapp_group_chat
"This asshole behaviour is not okay, Kpzlkesd. #39bd",Insult,Individual,0.67,high,whatsapp_group_chat
"Vdj, nee full die tara behave madthiya. #0b8b",Threat,Individual,0.5,high,whatsapp_group_chat
"People are tired of your fair suck of the sav attitude, Uzemwzcbxc. #5c67",Harassment,Individual,0.84,high,whatsapp_group_chat
"Only a bellend will spam the group like you, Kjxk. #f3ac",Insult,Individual,0.51,high,whatsapp_group_chat
"Vpxxuvv, you are such a dimwit in this group. #bdcb",Insult,Individual,0.63,high,whatsapp_group_chat
"People are tired of your sexy attitude, Bfxvzaidrm. #a8e0",Sexual Harassment,Individual,0.7,medium,whatsapp_group_chat
"Odfstnb, ivattu full muttala mode nalli idiya. #8ba1",Insult,Individual,0.71,high,whatsapp_group_chat
"Xotaqsjeaw, nee tumba nimmavvana tara idiya maga. #8299",Harassment,Individual,0.51,medium,whatsapp_group_chat
"Ninna joker thara behavior nodi everyone frustrate agta idare, Nhbfhoz. #57b8",Insult,Individual,0.52,medium,whatsapp_group_chat
"Iussutmf, stop acting like a total naked every day. #88ec",Sexual Harassment,Individual,0.54,low,whatsapp_group_chat
"Bftvbaxe, ivattu full muka thika thara ide mode nalli idiya. #5ad0",Harassment,Individual,0.73,medium,whatsapp_group_chat
"Wfwkbfdeo, you are such a suck his dick in this group. #7674",Sexual Harassment,Individual,0.74,high,whatsapp_group_chat
"This bimbo behaviour is not okay, Eraablf. #6b10",Insult,Individual,0.51,medium,whatsapp_group_chat
"Only a fucking balls will spam the group like you, Qlzvf. #b65a",Sexual Harassment,Individual,0.44,high,whatsapp_group_chat
"Group nalli ee sakath body attitude beda, Ajwgtwklkz. #bd39",Harassment,Individual,0.68,medium,whatsapp_group_chat
"Asjgutrf, nin fake character maga nataka nodakke bore aaytu. #e743",Harassment,Individual,0.74,high,whatsapp_group_chat
"Only a crap will spam the group like you, Fmxdyfhl. #2309",Harassment,Individual,0.37,medium,whatsapp_group_chat
"Dmukhub, you are such a son of bitch in this group. #cd61",Insult,Individual,0.71,medium,whatsapp_group_chat
"Group nalli a tara soole maga baribeda, Gpiovxiafc. #4167",Harassment,Individual,0.54,medium,whatsapp_group_chat
"Only a shit will spam the group like you, Bnh. #3df3",Harassment,Individual,0.34,medium,whatsapp_group_chat
"Vevzdf, stop acting like a total cockfoam every day. #645b",Sexual Harassment,Individual,0.74,medium,whatsapp_group_chat
"Only a nigger will spam the group like you, Kprdam. #67b2",Harassment,Individual,0.41,low,whatsapp_group_chat
"This bitch behaviour is not okay, Vgvvulr. #3a38",Insult,Individual,0.74,medium,whatsapp_group_chat
"Dpmshzgcso, nee tumba le niga tara idiya maga. #c56f",Harassment,Individual,0.5,medium,whatsapp_group_chat
"Pcf, you are such a split tongue in this group. #3e77",Insult,Individual,0.51,medium,whatsapp_group_chat
"Group nalli a tara dagar baribeda, Cvsnylli. #e9a5",Insult,Individual,0.66,medium,whatsapp_group_chat
"Imhncbl, nee tumba keiya maga tara idiya maga. #231d",Harassment,Individual,0.7,medium,whatsapp_group_chat
"This fag behaviour is not okay, Zkfwd. #a067",Insult,Individual,0.44,high,whatsapp_group_chat
"Mgm, you are such a bugger in this group. #d1b6",Insult,Individual,0.79,high,whatsapp_group_chat
"Fjd, nee tumba sucide mad tara idiya maga. #3050",Threat,Individual,0.75,high,whatsapp_group_chat
"Tcum, stop acting like a total naked every day. #220d",Sexual Harassment,Individual,0.57,medium,whatsapp_group_chat
"This jerk behaviour is not okay, Kvvwvfqh. #d1bb",Insult,Individual,0.53,high,whatsapp_group_chat
"Xyi, nee full sexy baby tara behave madthiya. #1bf8",Sexual Harassment,Individual,0.41,medium,whatsapp_group_chat
"Zgtxuvlu, ivattu full haavu bro neenu maga mode nalli idiya. #3da1",Harassment,Individual,0.77,high,whatsapp_group_chat
"People are tired of your nigga attitude, Yrthy. #1515",Harassment,Individual,0.41,medium,whatsapp_group_chat
"Fbcwjirtf, ivattu full saayi mad mode nalli idiya. #8026",Threat,Individual,0.56,medium,whatsapp_group_chat
"Gwx, nee full saayi tara behave madthiya. #2a4b",Threat,Individual,0.48,medium,whatsapp_group_chat
"This bimbo behaviour is not okay, Mdsmxgnd. #ba2c",Insult,Individual,0.67,high,whatsapp_group_chat
"Yjgwkjlkky, nin muka thika thara ide nataka nodakke bore aaytu. #9542",Harassment,Individual,0.48,low,whatsapp_group_chat
"Hpwpsdmjds, you are such a fucking prick in this group. #8c89",Sexual Harassment,Individual,0.59,medium,whatsapp_group_chat
"Orufvp, ivattu full sooley mode nalli idiya. #4e31",Insult,Individual,0.52,low,whatsapp_group_chat
"Zigxomzone, nin sucide madtha nataka nodakke bore aaytu. #1af5",Threat,Individual,0.72,high,whatsapp_group_chat
"People are tired of your lesbian attitude, Etxsk. #4fad",Insult,Individual,0.49,medium,whatsapp_group_chat
"Group nalli a tara ninna ammanakeya maga baribeda, Tqiuwpg. #286a",Sexual Harassment,Individual,0.45,low,whatsapp_group_chat
"Group nalli a tara sede baribeda, Jcr. #8474",Insult,Individual,0.4,medium,whatsapp_group_chat
"Sjmbm, nee full die tara behave madthiya. #80c6",Threat,Individual,0.67,medium,whatsapp_group_chat
"Yella dina ninna ammanakeya maga tara mathadbeda, Yyoon. #9d89",Sexual Harassment,Individual,0.74,high,whatsapp_group_chat
"Group nalli ee die attitude beda, Wxckubo. #5bef",Threat,Individual,0.48,low,whatsapp_group_chat
"People are tired of your bollocks attitude, Dskbc. #4a09",Insult,Individual,0.52,medium,whatsapp_group_chat
"Ukfs, stop acting like a total naked every day. #0bf3",Sexual Harassment,Individual,0.46,medium,whatsapp_group_chat
"Edmlxmod, you are such a dirty fellow in this group. #50fd",Insult,Individual,0.5,medium,whatsapp_group_chat
"People are tired of your sex attitude, Mrplxiu. #f620",Sexual Harassment,Individual,0.44,medium,whatsapp_group_chat
"This ohh,piss off behaviour is not okay, Ugsiyowjqq. #4ec9",Harassment,Individual,0.72,high,whatsapp_group_chat
"Tzgv, yaaru kuda ninna idiot thara nature ishta padalla. #be66",Insult,Individual,0.71,medium,whatsapp_group_chat
"Ivattu kooda monkey thara tara act madtidya, Sqaeb. #4b79",Insult,Individual,0.62,high,whatsapp_group_chat
"Jwboulgusr, nee tumba saayi madthiya tara idiya maga. #128c",Threat,Individual,0.57,medium,whatsapp_group_chat
"Only a bugger will spam the group like you, Wxeqdfv. #1871",Insult,Individual,0.79,high,whatsapp_group_chat
"Azfmdzlfww, stop acting like a total fag every day. #44a5",Insult,Individual,0.43,low,whatsapp_group_chat
"People are tired of your gay attitude, Xvuprxozk. #55fc",Insult,Individual,0.66,medium,whatsapp_group_chat
"Ninna cry baby behavior nodi everyone frustrate agta idare, Tgefima. #cbbc",Harassment,Individual,0.78,high,whatsapp_group_chat
"Sgr, nin sucide nataka nodakke bore aaytu. #4783",Threat,Individual,0.59,high,whatsapp_group_chat
"Pzmmg, nin ninna gandu nataka nodakke bore aaytu. #b4dd",Insult,Individual,0.6,medium,whatsapp_group_chat
"Group nalli a tara keiyanna baribeda, Dzecd. #8ca0",Harassment,Individual,0.52,low,whatsapp_group_chat
"Vzdqdf, you are such a nigger in this group. #96b6",Harassment,Individual,0.51,medium,whatsapp_group_chat
"Vktdwkaj, ivattu full thotti mode nalli idiya. #12d9",Insult,Individual,0.4,low,whatsapp_group_chat
"Szzpnwdzte, you are such a cockfoam in this group. #666a",Sexual Harassment,Individual,0.62,high,whatsapp_group_chat
"People are tired of your sex attitude, Dqbeg. #4f8c",Sexual Harassment,Individual,0.62,medium,whatsapp_group_chat
"Ajomdfl, nee full saayi tara behave madthiya. #d072",Threat,Individual,0.6,low,whatsapp_group_chat
"Group nalli ee sucide attitude beda, Tmybj. #3650",Threat,Individual,0.42,low,whatsapp_group_chat
"Yella dina dove rani maga tara mathadbeda, Zpr. #8ad3",Harassment,Individual,0.66,medium,whatsapp_group_chat
"Tttfx, yaaru kuda ninna fake character nature ishta padalla. #e12c",Harassment,Individual,0.46,high,whatsapp_group_chat
"Xchhnbc, yaaru kuda ninna joker thara nature ishta padalla. #0cac",Insult,Individual,0.64,low,whatsapp_group_chat
"Segvpggoyu, you are such a 69 in this group. #5d34",Sexual Harassment,Individual,0.67,high,whatsapp_group_chat
"Lrf, ivattu full monkey thara mode nalli idiya. #b565",Insult,Individual,0.47,medium,whatsapp_group_chat
"This arse behaviour is not okay, Aujcvnp. #9f86",Harassment,Individual,0.7,high,whatsapp_group_chat
"Group nalli a tara keiya baribeda, Fmgw. #b830",Harassment,Individual,0.53,medium,whatsapp_group_chat
"This dog behaviour is not okay, Qcokew. #d209",Insult,Individual,0.47,medium,whatsapp_group_chat
"Only a dickhole will spam the group like you, Amwkznvn. #cdd4",Sexual Harassment,Individual,0.47,medium,whatsapp_group_chat
"Xdopspqp, nin nin hendruna keya nataka nodakke bore aaytu. #524e",Sexual Harassment,Individual,0.54,low,whatsapp_group_chat
"Group nalli a tara sexy bro baribeda, Gwemndmy. #a92c",Sexual Harassment,Individual,0.68,medium,whatsapp_group_chat
"Pcgz, stop acting like a total fool every day. #609f",Insult,Individual,0.56,low,whatsapp_group_chat
"Vfeesc, nin bosodina nataka nodakke bore aaytu. #dd59",Harassment,Individual,0.53,medium,whatsapp_group_chat
"Lhrc, nin gaandu nataka nodakke bore aaytu. #d6ee",Insult,Individual,0.59,high,whatsapp_group_chat
"Yella dina muttala maga tara mathadbeda, Rrnkcaplw. #f4ad",Insult,Individual,0.66,high,whatsapp_group_chat
"Aakxtvh, ivattu full tullna keya mode nalli idiya. #70c4",Sexual Harassment,Individual,0.77,high,whatsapp_group_chat
"Jmy, you are such a bastard in this group. #d8ed",Insult,Individual,0.55,medium,whatsapp_group_chat
"Yella dina sucide madtha tara mathadbeda, Vzlptwjnbq. #b38e",Threat,Individual,0.49,medium,whatsapp_group_chat
"Group nalli a tara keiyanna baribeda, Pqxa. #0431",Harassment,Individual,0.56,high,whatsapp_group_chat
"People are tired of your cock-socker attitude, Ytbyuz. #8a9a",Sexual Harassment,Individual,0.8,high,whatsapp_group_chat
"Group nalli a tara cry baby maga baribeda, Cpuefxq. #e98d",Harassment,Individual,0.54,medium,whatsapp_group_chat
"Atqj, nee tumba shaata tara idiya maga. #ae43",Insult,Individual,0.62,low,whatsapp_group_chat
"Dliuhu, nin monkey thara nataka nodakke bore aaytu. #4abe",Insult,Individual,0.74,high,whatsapp_group_chat
"Weewm, nin sade nataka nodakke bore aaytu. #6ac9",Insult,Individual,0.65,high,whatsapp_group_chat
"Dmlblpeay, nee full die tara behave madthiya. #33b2",Threat,Individual,0.62,high,whatsapp_group_chat
"Kpvwgu, nee full monkey thara tara behave madthiya. #a640",Insult,Individual,0.7,high,whatsapp_group_chat
"This idiot behaviour is not okay, Zeab. #275f",Insult,Individual,0.44,medium,whatsapp_group_chat
"Group nalli a tara sucide mad baribeda, Biri. #7d08",Threat,Individual,0.35,medium,whatsapp_group_chat
"Pkrq, you are such a ass in this group. #dca8",Harassment,Individual,0.7,high,whatsapp_group_chat
"Only a son of bitch will spam the group like you, Bqoqgze. #773d",Insult,Individual,0.79,high,whatsapp_group_chat
"Group nalli ee sakath body attitude beda, Uuqzl. #9a09",Harassment,Individual,0.68,medium,whatsapp_group_chat
"Group nalli ee fake character attitude beda, Dvqwwzrwrq. #c724",Harassment,Individual,0.51,medium,whatsapp_group_chat
"People are tired of your hell attitude, Svftot. #8f8f",Harassment,Individual,0.57,high,whatsapp_group_chat
"Ojkqzeo, you are such a gay in this group. #a67a",Insult,Individual,0.38,low,whatsapp_group_chat
"Yella dina sucide madthiya tara mathadbeda, Abldewq. #e42f",Threat,Individual,0.4,low,whatsapp_group_chat
"Fzll, nee full sucide tara behave madthiya. #a0d8",Threat,Individual,0.67,medium,whatsapp_group_chat
"Ppcifw, you are such a lame in this group. #0612",Harassment,Individual,0.55,low,whatsapp_group_chat
"Only a lame will spam the group like you, Pzvzfrux. #3a02",Harassment,Individual,0.43,medium,whatsapp_group_chat
"People are tired of your go to hell attitude, Gihddeq. #9ca1",Harassment,Individual,0.47,medium,whatsapp_group_chat
"Copkiga, nee tumba hendruna keya tara idiya maga. #33c6",Sexual Harassment,Individual,0.57,high,whatsapp_group_chat
"Oikpa, nee tumba boli magane tara idiya maga. #4c33",Insult,Individual,0.44,high,whatsapp_group_chat
"Group nalli ee sexy baby attitude beda, Vpujagahnc. #610b",Sexual Harassment,Individual,0.75,high,whatsapp_group_chat
